order_item_id,order_id,product_id,quantity,unit_price,discount_rate
131,42,7,1,81.75,0.0
132,42,201,2,79.94,0.0
133,42,115,1,148.94,0.04
134,43,159,3,107.34,0.0
135,43,36,1,73.88,0.06
136,44,155,1,211.94,0.05
137,44,8,2,40.92,0.09
138,44,84,2,40.59,0.0
139,44,4,2,3.0,0.0
140,44,227,2,84.58,0.08
141,45,159,1,107.34,0.04
142,45,199,1,71.2,0.06
143,45,97,1,117.36,0.0
144,46,95,1,83.05,0.06
145,46,225,1,70.21,0.02
146,47,206,1,3.0,0.09
147,48,234,1,14.49,0.04
148,48,9,1,27.12,0.0
149,48,107,1,39.74,0.11
150,48,60,1,29.84,0.13
151,49,129,2,29.41,0.12
152,49,194,1,93.67,0.02
153,50,149,1,48.65,0.0
154,50,102,2,37.31,0.05
155,51,104,3,50.55,0.15
156,51,185,3,99.59,0.09
157,51,95,1,83.05,0.0
158,51,8,2,40.92,0.02
159,51,99,2,44.69,0.0
160,52,207,1,87.33,0.0
161,52,174,1,56.49,0.08
162,52,107,1,39.74,0.07
163,52,37,1,26.14,0.0
164,52,9,1,27.12,0.01
165,53,182,1,24.08,0.05
166,53,63,1,27.63,0.09
167,54,174,1,56.49,0.0
168,55,6,3,52.21,0.02
169,55,198,3,145.28,0.0
170,56,210,1,24.68,0.01
171,56,165,1,62.78,0.06
172,56,57,3,49.94,0.0
173,56,246,3,15.37,0.06
174,56,33,3,3.0,0.0
175,57,101,1,68.25,0.0
176,57,52,1,3.0,0.11
177,57,246,3,15.37,0.1
178,58,140,2,92.12,0.0
179,58,215,1,35.48,0.05
180,58,200,3,67.28,0.13
181,58,127,1,17.85,0.15
182,59,38,1,74.84,0.06
183,59,89,2,77.15,0.01
184,60,189,3,68.42,0.1
185,61,134,1,92.77,0.03
186,61,29,1,35.01,0.0
187,61,121,1,64.48,0.02
188,62,10,1,3.0,0.1
189,62,93,1,3.0,0.06
190,62,130,1,64.52,0.06
191,63,73,2,6.79,0.05
192,63,40,2,91.04,0.06
193,63,77,1,41.0,0.07
194,63,155,1,211.94,0.03
195,63,202,1,3.0,0.08
196,64,117,1,35.67,0.05
197,64,131,1,41.27,0.0
198,64,82,1,31.47,0.0
199,64,165,2,62.78,0.01
200,65,165,1,62.78,0.13
201,66,61,1,59.57,0.15
202,66,185,5,99.59,0.05
203,67,137,3,67.75,0.15
204,68,201,2,79.94,0.01
205,68,107,1,39.74,0.04
206,68,145,2,33.96,0.0
207,69,220,2,92.3,0.06
208,69,180,1,68.83,0.16
209,69,148,2,9.31,0.03
210,70,143,1,45.06,0.06
211,70,230,1,130.0,0.0
212,70,59,1,5.77,0.0
213,71,95,1,83.05,0.04
214,71,187,1,34.77,0.0
215,71,113,1,72.96,0.11
216,72,105,2,102.18,0.15
217,72,28,1,55.12,0.0
218,72,83,2,26.04,0.0
219,72,249,2,30.36,0.18
220,72,38,1,74.84,0.05
221,73,67,2,176.71,0.0
222,73,24,1,35.44,0.0
223,74,73,1,6.79,0.12
224,74,54,1,99.19,0.0
225,74,168,1,21.23,0.12
226,74,90,1,172.02,0.02
227,74,60,1,29.84,0.19
228,75,33,1,3.0,0.13
229,76,225,1,70.21,0.13
230,76,81,3,3.0,0.02
231,76,145,2,33.96,0.1
232,76,37,1,26.14,0.05
233,76,53,1,25.18,0.04
234,77,88,1,7.86,0.02
235,77,4,4,3.0,0.0
236,77,30,1,12.2,0.06
237,78,107,1,39.74,0.05
238,78,64,5,70.47,0.18
239,78,129,1,29.41,0.13
240,79,85,1,29.35,0.09
241,79,237,1,53.56,0.0
242,79,127,1,17.85,0.03
243,80,159,2,107.34,0.0
244,80,145,1,33.96,0.11
245,80,223,2,45.6,0.08
246,81,33,1,3.0,0.0
247,82,77,2,41.0,0.08
248,82,181,1,63.72,0.05
249,83,56,1,42.21,0.16
250,83,105,1,102.18,0.07
251,84,110,1,105.43,0.01
252,84,214,2,16.27,0.01
253,84,99,2,44.69,0.06
254,84,96,2,64.8,0.11
255,84,5,1,36.26,0.05
256,85,39,2,3.0,0.0
257,85,187,1,34.77,0.0
258,85,159,2,107.34,0.05
259,85,21,1,141.14,0.17
260,86,56,1,42.21,0.02
261,86,116,2,37.01,0.0
262,87,222,1,127.39,0.14
263,88,147,4,134.56,0.07
264,88,143,5,45.06,0.2
265,88,104,2,50.55,0.04
266,88,123,3,117.28,0.03
267,88,64,2,70.47,0.15
268,89,214,2,16.27,0.1
269,90,75,2,76.58,0.12
270,90,133,2,35.11,0.11
271,91,28,1,55.12,0.0
272,91,58,1,102.72,0.17
273,91,145,2,33.96,0.13
274,91,128,1,27.14,0.0
275,92,157,1,3.0,0.0
276,92,16,5,59.3,0.13
277,92,197,1,39.27,0.0
278,92,228,4,88.21,0.05
279,93,186,1,38.19,0.04
280,94,165,2,62.78,0.16
281,95,126,1,42.28,0.07
282,95,125,4,43.16,0.04
283,95,4,1,3.0,0.07
284,96,227,1,84.58,0.0
285,96,239,1,55.31,0.0
286,96,198,2,145.28,0.0
287,96,169,2,7.59,0.06
288,96,193,2,66.41,0.15
289,97,222,3,127.39,0.01
290,97,224,1,44.04,0.12
291,97,83,2,26.04,0.09
292,98,229,2,22.09,0.01
293,98,135,1,56.14,0.03
294,98,212,5,73.2,0.02
295,98,226,1,72.79,0.11
296,99,52,1,3.0,0.07
297,99,77,1,41.0,0.07
298,99,134,2,92.77,0.13
299,99,186,3,38.19,0.0
300,99,165,1,62.78,0.17
301,100,63,2,27.63,0.03
302,100,162,1,23.02,0.05
303,101,123,1,117.28,0.0
304,101,208,2,3.0,0.03
305,101,88,2,7.86,0.0
306,101,142,1,32.27,0.09
307,102,81,1,3.0,0.08
308,103,179,3,82.75,0.04
309,103,210,1,24.68,0.11
310,103,165,2,62.78,0.1
311,103,26,2,82.33,0.06
312,104,73,2,6.79,0.04
313,104,238,1,37.39,0.11
314,104,172,2,153.5,0.03
315,104,129,2,29.41,0.07
316,105,156,2,58.13,0.16
317,105,250,1,39.01,0.06
318,105,54,2,99.19,0.0
319,106,95,1,83.05,0.0
320,106,15,1,83.57,0.0
321,106,149,1,48.65,0.0
322,107,11,2,41.56,0.0
323,107,75,1,76.58,0.0
324,107,84,2,40.59,0.1
325,108,113,4,72.96,0.0
326,109,5,2,36.26,0.09
327,110,116,1,37.01,0.05
328,110,83,1,26.04,0.07
329,110,91,1,3.0,0.03
330,111,129,3,29.41,0.04
331,111,222,4,127.39,0.07
332,112,80,1,76.98,0.08
333,112,43,1,57.98,0.11
334,112,69,1,103.69,0.03
335,112,207,1,87.33,0.0
336,113,63,2,27.63,0.23
337,113,245,1,59.79,0.0
338,114,138,1,163.79,0.11
339,114,108,3,40.26,0.15
340,115,101,1,68.25,0.03
341,115,248,1,53.13,0.0
342,115,151,1,101.75,0.13
343,115,160,3,51.26,0.03
344,116,191,2,8.7,0.0
345,116,159,3,107.34,0.03
346,116,185,3,99.59,0.02
347,116,183,2,51.6,0.0
348,117,231,1,71.59,0.11
349,117,76,2,34.08,0.04
350,117,36,1,73.88,0.05
351,117,186,1,38.19,0.0
352,117,49,3,156.87,0.0
353,118,177,1,167.22,0.0
354,118,65,1,29.03,0.1
355,118,245,1,59.79,0.03
356,118,205,1,52.66,0.18
357,119,117,4,35.67,0.01
358,120,126,1,42.28,0.19
359,120,171,2,66.31,0.12
360,120,32,2,99.45,0.03
361,120,111,3,182.45,0.15
362,121,81,2,3.0,0.0
363,121,159,1,107.34,0.06
364,121,147,3,134.56,0.03
365,121,210,3,24.68,0.07
366,121,144,1,88.98,0.0
367,122,17,1,17.71,0.08
368,122,241,3,29.28,0.0
369,122,26,1,82.33,0.2
370,122,28,1,55.12,0.16
371,122,38,1,74.84,0.15
372,123,138,1,163.79,0.01
373,123,250,1,39.01,0.01
374,123,142,1,32.27,0.04
375,124,100,1,97.47,0.07
376,124,4,2,3.0,0.0
377,124,127,1,17.85,0.0
378,125,233,2,70.55,0.11
379,126,215,1,35.48,0.06
380,126,188,2,55.83,0.0
381,127,84,1,40.59,0.09
382,127,23,1,3.0,0.0
383,127,95,2,83.05,0.01
384,128,148,2,9.31,0.07
385,129,62,2,59.95,0.08
386,129,137,4,67.75,0.01
387,130,200,2,67.28,0.07
388,130,9,2,27.12,0.06
389,131,59,1,5.77,0.04
390,132,119,1,104.4,0.05
391,132,32,1,99.45,0.0
392,133,239,1,55.31,0.11
393,134,246,3,15.37,0.15
394,134,21,2,141.14,0.08
395,134,54,1,99.19,0.0
396,134,62,2,59.95,0.05
397,134,203,4,30.68,0.05
398,135,46,1,11.52,0.22
399,135,196,1,74.2,0.07
400,135,87,1,3.0,0.0
401,135,154,1,20.8,0.09
402,135,28,1,55.12,0.09
403,136,150,2,14.45,0.05
404,137,9,1,27.12,0.12
405,137,201,3,79.94,0.02
406,138,33,3,3.0,0.02
407,138,153,1,219.45,0.05
408,138,77,1,41.0,0.0
409,138,236,1,78.74,0.0
410,139,101,1,68.25,0.1
411,140,228,1,88.21,0.06
412,140,152,5,53.67,0.0
413,141,244,1,85.33,0.01
414,142,66,2,18.66,0.13
415,142,72,1,85.26,0.0
416,142,199,4,71.2,0.0
417,142,194,2,93.67,0.0
418,143,168,3,21.23,0.09
419,143,103,4,35.47,0.1
420,143,19,1,55.55,0.05
421,143,125,1,43.16,0.0
422,143,239,1,55.31,0.06
423,144,92,1,84.23,0.0
424,144,246,1,15.37,0.1
425,144,180,3,68.83,0.0
426,144,220,1,92.3,0.02
427,145,33,1,3.0,0.0
428,145,75,1,76.58,0.12
429,145,4,1,3.0,0.04
430,146,77,2,41.0,0.16
431,146,27,1,136.78,0.12
432,146,49,3,156.87,0.14
433,147,152,1,53.67,0.14
434,147,19,1,55.55,0.08
435,147,76,2,34.08,0.07
436,147,71,2,73.5,0.08
437,148,17,1,17.71,0.19
438,148,56,2,42.21,0.0
439,148,176,1,27.39,0.0
440,149,86,1,13.3,0.0
441,149,196,1,74.2,0.01
442,149,145,1,33.96,0.03
443,149,229,1,22.09,0.11
444,150,188,1,55.83,0.09
445,150,144,1,88.98,0.0
446,150,61,3,59.57,0.08
447,151,201,1,79.94,0.0
448,152,100,1,97.47,0.0
449,152,245,1,59.79,0.08
450,153,127,1,17.85,0.0
451,153,110,1,105.43,0.03
452,153,240,1,7.53,0.07
453,153,51,1,55.45,0.0
454,154,224,2,44.04,0.0
455,154,238,2,37.39,0.16
456,154,200,2,67.28,0.02
457,154,28,2,55.12,0.06
458,154,33,2,3.0,0.05
459,155,141,1,77.3,0.0
460,156,154,1,20.8,0.03
461,156,9,1,27.12,0.03
462,156,127,1,17.85,0.03
463,157,196,2,74.2,0.08
464,157,60,1,29.84,0.14
465,158,221,1,62.19,0.04
466,158,132,1,3.0,0.03
467,158,138,1,163.79,0.17
468,159,3,2,179.08,0.04
469,159,94,1,59.24,0.17
470,159,220,1,92.3,0.05
471,159,181,2,63.72,0.04
472,160,88,2,7.86,0.0
473,160,67,1,176.71,0.0
474,160,80,1,76.98,0.08
475,161,156,3,58.13,0.04
476,161,162,1,23.02,0.1
477,161,193,3,66.41,0.0
478,161,30,1,12.2,0.11
479,162,31,1,30.29,0.02
480,162,79,1,81.02,0.09
481,162,26,2,82.33,0.19
482,163,22,1,42.42,0.17
483,163,89,2,77.15,0.12
484,163,66,1,18.66,0.02
485,164,150,1,14.45,0.01
486,164,135,1,56.14,0.0
487,164,228,1,88.21,0.06
488,165,44,2,42.42,0.12
489,165,144,2,88.98,0.06
490,165,40,1,91.04,0.17
491,166,219,1,76.43,0.02
492,166,182,1,24.08,0.0
493,166,25,1,114.79,0.12
494,167,93,2,3.0,0.06
495,167,165,1,62.78,0.02
496,167,89,2,77.15,0.12
497,167,169,2,7.59,0.07
498,168,123,3,117.28,0.03
499,168,228,1,88.21,0.01
500,168,54,2,99.19,0.06
501,168,174,1,56.49,0.0
502,168,9,3,27.12,0.09
503,169,188,1,55.83,0.08
504,170,164,2,169.31,0.02
505,171,143,2,45.06,0.0
506,172,6,1,52.21,0.13
507,172,249,2,30.36,0.0
508,172,58,2,102.72,0.03
509,172,129,1,29.41,0.14
510,172,133,1,35.11,0.07
511,173,149,2,48.65,0.0
512,173,118,1,22.37,0.1
513,173,246,1,15.37,0.11
514,173,177,1,167.22,0.07
515,174,106,1,115.9,0.06
516,175,72,1,85.26,0.11
517,176,134,1,92.77,0.07
518,176,46,1,11.52,0.14
519,176,41,1,118.68,0.15
520,176,40,1,91.04,0.05
521,176,39,6,3.0,0.0
522,177,145,1,33.96,0.0
523,177,205,2,52.66,0.0
524,178,161,1,25.25,0.0
525,178,88,2,7.86,0.01
526,178,203,2,30.68,0.1
527,178,21,3,141.14,0.14
528,178,16,1,59.3,0.13
529,179,33,2,3.0,0.0
530,179,1,1,186.97,0.0
531,179,21,3,141.14,0.0
532,180,27,2,136.78,0.0
533,180,116,3,37.01,0.0
534,180,96,1,64.8,0.03
535,180,247,2,3.0,0.16
536,180,128,1,27.14,0.16
537,181,220,3,92.3,0.01
538,181,77,1,41.0,0.04
539,182,51,1,55.45,0.0
540,182,233,1,70.55,0.11
541,182,243,2,43.86,0.11
542,183,46,1,11.52,0.0
543,183,201,1,79.94,0.0
544,184,95,1,83.05,0.16
545,185,37,1,26.14,0.09
546,186,45,1,32.38,0.05
547,186,38,3,74.84,0.15
548,186,108,1,40.26,0.0
549,187,130,2,64.52,0.19
550,187,126,1,42.28,0.07
551,187,240,2,7.53,0.02
552,187,121,2,64.48,0.12
553,187,131,2,41.27,0.0
554,188,101,1,68.25,0.09
555,188,232,1,27.67,0.07
556,188,53,2,25.18,0.14
557,188,220,3,92.3,0.15
558,189,42,1,18.43,0.01
559,189,103,1,35.47,0.0
560,189,233,1,70.55,0.0
561,189,203,1,30.68,0.07
562,190,165,1,62.78,0.02
563,190,211,2,39.29,0.19
564,190,162,1,23.02,0.05
565,190,146,2,89.69,0.1
566,190,113,1,72.96,0.0
567,191,120,1,146.23,0.08
568,191,115,1,148.94,0.0
569,191,1,1,186.97,0.11
570,191,108,1,40.26,0.15
571,192,182,1,24.08,0.04
572,192,63,1,27.63,0.03
573,193,129,1,29.41,0.17
574,193,143,1,45.06,0.0
575,193,28,1,55.12,0.03
576,193,220,1,92.3,0.13
577,194,215,1,35.48,0.05
578,194,150,2,14.45,0.08
579,195,140,2,92.12,0.0
580,195,99,1,44.69,0.09
581,196,217,1,46.83,0.04
582,196,34,1,38.12,0.06
583,196,3,2,179.08,0.04
584,196,151,2,101.75,0.0
585,197,177,4,167.22,0.11
586,197,102,1,37.31,0.0
587,197,39,1,3.0,0.04
588,197,206,1,3.0,0.1
589,197,232,1,27.67,0.17
590,198,206,1,3.0,0.03
591,198,238,1,37.39,0.13
592,198,200,3,67.28,0.04
593,198,154,1,20.8,0.0
594,199,102,2,37.31,0.04
595,199,200,1,67.28,0.15
596,199,136,2,59.35,0.13
597,199,245,1,59.79,0.04
598,199,134,1,92.77,0.04
599,200,73,1,6.79,0.0
600,200,34,1,38.12,0.12
601,201,240,2,7.53,0.15
602,201,188,2,55.83,0.07
603,201,125,1,43.16,0.01
604,201,5,2,36.26,0.06
605,202,6,1,52.21,0.06
606,202,237,2,53.56,0.11
607,203,220,1,92.3,0.17
608,203,66,2,18.66,0.09
609,203,84,1,40.59,0.1
610,204,53,1,25.18,0.07
611,204,238,1,37.39,0.0
612,204,32,1,99.45,0.22
613,205,57,1,49.94,0.0
614,205,78,1,73.93,0.0
615,205,122,1,8.31,0.05
616,205,243,2,43.86,0.11
617,205,134,1,92.77,0.04
618,206,202,2,3.0,0.12
619,206,127,1,17.85,0.01
620,207,4,1,3.0,0.17
621,207,55,1,60.08,0.15
622,208,36,1,73.88,0.03
623,209,207,1,87.33,0.0
624,209,121,1,64.48,0.03
625,209,160,2,51.26,0.04
626,209,104,1,50.55,0.11
627,210,182,1,24.08,0.0
628,210,232,2,27.67,0.02
629,210,206,1,3.0,0.0
630,210,180,1,68.83,0.0
631,211,237,1,53.56,0.27
632,211,50,1,72.46,0.07
633,211,36,2,73.88,0.07
634,212,147,2,134.56,0.14
635,212,35,2,55.65,0.02
636,213,179,1,82.75,0.01
637,213,83,3,26.04,0.0
638,213,222,1,127.39,0.03
639,213,32,1,99.45,0.05
640,213,171,1,66.31,0.17
641,214,172,2,153.5,0.13
642,214,51,2,55.45,0.06
643,215,24,1,35.44,0.0
644,215,80,3,76.98,0.1
645,215,106,1,115.9,0.12
646,216,121,1,64.48,0.0
647,217,124,2,138.65,0.0
648,217,103,2,35.47,0.09
649,217,52,1,3.0,0.04
650,217,181,1,63.72,0.0
651,218,8,1,40.92,0.0
652,218,165,1,62.78,0.14
653,218,119,1,104.4,0.13
654,218,15,1,83.57,0.03
655,219,165,6,62.78,0.16
656,220,82,1,31.47,0.0
657,220,6,2,52.21,0.0
658,220,101,2,68.25,0.0
659,220,45,1,32.38,0.0
660,220,226,1,72.79,0.0
661,221,34,2,38.12,0.0
662,221,7,1,81.75,0.0
663,221,115,1,148.94,0.12
664,221,71,1,73.5,0.02
665,222,12,1,105.38,0.05
666,222,124,1,138.65,0.03
667,223,185,2,99.59,0.1
668,223,224,1,44.04,0.04
669,223,232,1,27.67,0.1
670,224,139,1,71.33,0.0
671,224,239,1,55.31,0.04
672,224,30,1,12.2,0.16
673,224,90,2,172.02,0.0
674,225,239,1,55.31,0.04
675,225,241,1,29.28,0.0
676,225,97,1,117.36,0.0
677,225,53,3,25.18,0.03
678,225,210,1,24.68,0.0
679,226,147,3,134.56,0.08
680,226,126,1,42.28,0.14
681,226,202,1,3.0,0.02
682,227,96,1,64.8,0.09
683,227,134,1,92.77,0.03
684,228,162,1,23.02,0.0
685,229,190,1,15.29,0.06
686,229,157,2,3.0,0.1
687,229,170,1,3.44,0.08
688,229,210,2,24.68,0.03
689,229,245,2,59.79,0.0
690,230,43,3,57.98,0.04
691,230,99,1,44.69,0.0
692,230,138,1,163.79,0.0
693,230,67,1,176.71,0.1
694,231,76,2,34.08,0.13
695,231,67,1,176.71,0.0
696,232,44,1,42.42,0.04
697,232,94,1,59.24,0.09
698,232,122,1,8.31,0.02
699,232,76,1,34.08,0.09
700,232,49,3,156.87,0.0
701,233,75,2,76.58,0.06
702,234,154,1,20.8,0.04
703,234,91,1,3.0,0.02
704,234,152,2,53.67,0.22
705,234,37,1,26.14,0.03
706,234,139,4,71.33,0.18
707,235,185,2,99.59,0.0
708,235,169,2,7.59,0.05
709,236,200,1,67.28,0.02
710,237,189,1,68.42,0.03
711,238,203,2,30.68,0.21
712,239,44,1,42.42,0.0
713,239,21,1,141.14,0.0
714,239,132,1,3.0,0.09
715,239,63,1,27.63,0.05
716,239,15,1,83.57,0.08
717,240,185,1,99.59,0.01
718,240,31,2,30.29,0.08
719,240,218,1,81.64,0.0
720,240,94,2,59.24,0.0
721,241,21,4,141.14,0.02
722,242,207,2,87.33,0.03
723,242,171,1,66.31,0.1
724,242,231,1,71.59,0.04
725,242,111,1,182.45,0.08
726,243,203,2,30.68,0.16
727,243,113,3,72.96,0.0
728,243,21,2,141.14,0.0
729,243,211,1,39.29,0.1
730,244,205,1,52.66,0.0
731,244,124,1,138.65,0.01
732,245,118,2,22.37,0.01
733,245,140,1,92.12,0.1
734,245,250,1,39.01,0.03
735,245,64,1,70.47,0.03
736,246,194,2,93.67,0.13
737,246,189,3,68.42,0.02
738,246,40,1,91.04,0.06
739,246,117,1,35.67,0.04
740,247,140,1,92.12,0.0
741,247,144,1,88.98,0.11
742,248,151,1,101.75,0.2
743,248,24,1,35.44,0.08
744,248,104,1,50.55,0.07
745,249,109,1,152.25,0.0
746,249,130,1,64.52,0.0
747,249,162,3,23.02,0.04
748,249,140,1,92.12,0.16
749,249,128,1,27.14,0.05
750,250,229,1,22.09,0.1
751,250,92,3,84.23,0.12
752,250,200,2,67.28,0.0
753,251,208,1,3.0,0.11
754,251,211,1,39.29,0.0
755,251,101,2,68.25,0.09
756,251,37,3,26.14,0.08
757,252,112,1,112.86,0.01
758,252,208,1,3.0,0.1
759,253,94,1,59.24,0.0
760,253,217,1,46.83,0.0
761,253,174,1,56.49,0.09
762,253,169,1,7.59,0.04
763,254,188,2,55.83,0.01
764,254,80,1,76.98,0.07
765,254,81,1,3.0,0.0
766,254,232,1,27.67,0.02
767,255,108,1,40.26,0.07
768,256,125,1,43.16,0.15
769,256,245,1,59.79,0.0
770,256,92,1,84.23,0.07
771,257,130,2,64.52,0.02
772,257,62,1,59.95,0.04
773,258,57,1,49.94,0.07
774,258,121,1,64.48,0.05
775,258,69,1,103.69,0.0
776,259,222,3,127.39,0.11
777,259,207,1,87.33,0.08
778,259,15,3,83.57,0.13
779,260,85,1,29.35,0.0
780,260,80,1,76.98,0.1
781,260,233,1,70.55,0.06
782,260,130,1,64.52,0.11
783,260,37,2,26.14,0.12
784,261,45,1,32.38,0.06
785,261,25,2,114.79,0.0
786,261,80,1,76.98,0.05
787,262,148,1,9.31,0.02
788,262,233,2,70.55,0.04
789,262,95,1,83.05,0.0
790,263,64,2,70.47,0.0
791,263,107,1,39.74,0.1
792,263,109,1,152.25,0.02
793,263,30,1,12.2,0.0
794,263,205,1,52.66,0.08
795,264,46,5,11.52,0.0
796,264,53,3,25.18,0.13
797,265,198,5,145.28,0.05
798,265,100,2,97.47,0.09
799,265,200,1,67.28,0.06
800,266,68,1,3.0,0.06
801,266,155,1,211.94,0.05
802,266,122,2,8.31,0.0
803,266,46,1,11.52,0.09
804,267,77,2,41.0,0.02
805,267,246,1,15.37,0.07
806,268,94,1,59.24,0.02
807,268,234,1,14.49,0.03
808,269,35,2,55.65,0.12
809,269,13,1,3.0,0.04
810,269,114,2,15.61,0.0
811,270,234,4,14.49,0.09
812,270,187,3,34.77,0.15
813,270,79,1,81.02,0.13
814,270,143,1,45.06,0.18
815,271,203,1,30.68,0.0
816,271,147,1,134.56,0.06
817,271,170,1,3.44,0.02
818,271,90,1,172.02,0.13
819,272,202,2,3.0,0.0
820,272,51,2,55.45,0.16
821,272,29,4,35.01,0.0
822,272,35,1,55.65,0.07
823,272,86,1,13.3,0.0
824,273,143,1,45.06,0.06
825,274,222,1,127.39,0.2
826,274,15,2,83.57,0.15
827,275,78,1,73.93,0.0
828,275,125,1,43.16,0.14
829,275,67,2,176.71,0.04
830,275,2,1,43.48,0.0
831,275,30,1,12.2,0.06
832,276,89,1,77.15,0.08
833,277,219,1,76.43,0.06
834,277,35,3,55.65,0.08
835,278,187,2,34.77,0.02
836,278,173,1,49.16,0.16
837,278,84,3,40.59,0.07
838,278,52,3,3.0,0.05
839,279,131,1,41.27,0.1
840,279,213,3,70.91,0.1
841,279,42,1,18.43,0.08
842,279,179,3,82.75,0.07
843,279,206,1,3.0,0.12
844,280,148,1,9.31,0.04
845,280,18,1,17.32,0.0
846,280,30,1,12.2,0.05
847,281,245,2,59.79,0.07
848,282,54,1,99.19,0.11
849,282,13,2,3.0,0.02
850,282,67,2,176.71,0.06
851,282,110,1,105.43,0.06
852,283,74,2,77.92,0.0
853,283,173,1,49.16,0.07
854,283,68,2,3.0,0.12
855,283,41,1,118.68,0.0
856,283,109,2,152.25,0.07
857,284,23,1,3.0,0.0
858,284,105,2,102.18,0.0
859,284,216,1,47.36,0.15
860,284,156,1,58.13,0.0
861,284,191,1,8.7,0.02
862,285,39,1,3.0,0.08
863,286,161,1,25.25,0.2
864,286,169,4,7.59,0.0
865,287,2,1,43.48,0.12
866,287,170,1,3.44,0.1
867,288,58,1,102.72,0.01
868,288,223,2,45.6,0.12
869,288,124,1,138.65,0.06
870,288,164,1,169.31,0.0
871,289,155,6,211.94,0.03
