order_id,customer_id,order_date,channel_type,payment_method
192,37,2025-07-17 20:18:20,Offline,Wallet
193,37,2025-07-09 12:17:14,Offline,COD
194,38,2025-06-20 10:38:44,Online,Card
195,38,2024-11-10 13:52:12,Online,UPI
196,38,2025-03-22 20:51:26,Online,Card
197,38,2024-12-22 09:39:37,Online,UPI
198,38,2024-09-30 05:36:47,Online,Wallet
199,39,2024-10-22 17:31:31,Online,UPI
200,39,2024-05-15 21:28:36,Online,Card
201,39,2024-05-02 02:55:34,Online,Card
202,39,2024-09-29 23:54:11,Offline,Card
203,39,2025-06-26 03:40:46,Online,Card
204,39,2024-10-01 13:54:37,Online,Card
205,39,2024-12-15 17:15:14,Offline,Card
206,40,2024-07-14 22:15:01,Online,UPI
207,40,2025-06-23 12:47:13,Online,Card
208,40,2025-03-07 06:51:02,Online,UPI
209,40,2024-10-15 03:59:00,Online,COD
210,40,2024-06-15 19:23:41,Online,Card
211,40,2025-07-11 15:27:19,Online,UPI
212,40,2024-09-14 07:55:39,Online,UPI
213,40,2025-04-08 13:11:01,Online,Wallet
214,40,2024-08-10 18:19:44,Online,UPI
215,40,2024-07-02 14:37:28,Online,Card
216,41,2024-10-28 07:35:12,Online,Card
217,41,2025-01-17 19:17:56,Online,COD
218,41,2023-08-21 17:48:57,Offline,COD
219,41,2025-04-03 07:22:28,Online,Card
220,41,2024-11-30 19:26:00,Online,Card
221,41,2024-06-23 23:57:51,Offline,Card
222,41,2024-05-19 02:25:28,Offline,Card
223,42,2025-07-22 11:34:24,Offline,UPI
224,42,2025-08-12 03:38:56,Online,COD
225,42,2025-03-23 05:02:22,Offline,UPI
226,42,2025-07-22 00:10:06,Online,UPI
227,42,2025-07-16 13:02:45,Online,COD
228,43,2025-04-02 08:14:41,Online,Card
229,43,2025-05-26 02:31:08,Online,COD
230,43,2024-04-25 21:13:50,Offline,UPI
231,43,2024-05-19 12:27:39,Online,UPI
232,43,2024-07-16 14:36:55,Online,Card
233,43,2025-01-08 07:21:47,Offline,Card
234,43,2024-04-22 14:43:00,Online,COD
235,43,2025-08-13 12:11:54,Online,Card
236,44,2025-06-02 10:56:54,Online,Card
237,44,2025-06-06 12:11:53,Online,COD
238,44,2025-04-16 02:22:16,Online,Wallet
239,44,2025-06-09 08:59:41,Offline,Card
240,44,2025-06-13 03:45:21,Online,UPI
241,44,2025-05-29 04:10:27,Online,COD
242,44,2025-06-11 18:10:45,Online,Card
243,45,2025-05-27 11:37:03,Online,Card
244,45,2025-06-19 21:03:20,Online,UPI
245,45,2025-06-11 18:26:07,Online,UPI
246,45,2025-06-08 01:33:10,Online,UPI
247,45,2024-08-18 02:01:46,Online,UPI
248,46,2024-12-03 06:01:27,Online,Card
249,46,2024-04-29 03:37:59,Online,Wallet
250,46,2025-08-02 11:14:30,Online,COD
251,46,2025-06-30 02:08:34,Online,Card
252,47,2025-05-31 17:20:25,Online,Card
253,47,2023-12-04 07:06:11,Online,Card
254,47,2025-08-04 03:28:14,Offline,UPI
255,47,2025-01-14 09:29:29,Offline,Card
256,47,2024-05-30 01:44:12,Online,UPI
257,47,2023-10-11 01:02:03,Offline,UPI
258,47,2024-03-29 06:59:42,Offline,Card
259,47,2023-03-02 05:47:31,Online,Wallet
260,48,2024-11-08 16:47:44,Online,Card
261,48,2024-05-03 02:28:33,Online,Card
262,48,2024-07-05 13:48:55,Online,Card
263,48,2024-11-23 15:05:35,Online,Card
264,48,2025-02-17 16:25:49,Online,Card
265,48,2024-09-16 07:57:59,Online,COD
266,49,2024-09-26 05:45:13,Online,Card
267,49,2024-11-11 21:04:51,Online,UPI
268,49,2025-03-25 20:31:34,Offline,UPI
269,49,2025-03-01 07:52:54,Online,UPI
270,49,2025-01-22 08:48:09,Online,Card
271,49,2023-09-10 18:19:12,Online,Card
272,49,2024-01-15 04:34:47,Online,UPI
273,49,2025-06-20 01:14:48,Online,Card
274,50,2024-05-03 11:22:22,Online,Card
275,50,2024-02-22 08:51:58,Online,UPI
276,50,2024-02-17 06:36:24,Online,COD
277,50,2023-07-17 10:15:14,Online,COD
278,50,2024-09-21 07:57:45,Online,COD
279,50,2023-11-19 00:39:11,Online,UPI
280,50,2024-05-10 16:52:47,Online,Card
281,50,2025-04-14 22:03:35,Online,Card
282,50,2025-07-13 02:49:40,Online,Card
283,51,2024-11-29 00:05:37,Online,UPI
284,51,2024-12-16 16:14:46,Online,Card
285,51,2025-03-02 06:35:45,Online,Card
286,51,2025-05-12 07:45:40,Online,UPI
287,52,2025-07-25 17:30:13,Online,UPI
288,52,2025-08-01 19:35:51,Offline,COD
289,52,2025-07-19 13:25:46,Online,COD
290,52,2025-07-27 12:28:55,Offline,COD
291,52,2025-07-26 12:48:35,Online,Card
292,52,2025-07-17 21:05:12,Online,Card
293,52,2025-08-14 08:42:42,Offline,UPI
294,52,2025-08-05 13:05:15,Online,UPI
295,52,2025-08-12 21:06:21,Online,Card
296,52,2025-08-11 09:41:35,Online,UPI
297,53,2024-06-04 08:17:16,Online,Card
298,53,2025-03-02 08:15:32,Offline,COD
299,53,2024-05-01 08:58:26,Offline,UPI
300,53,2024-09-07 08:36:16,Online,Card
301,53,2025-01-21 23:40:30,Online,Wallet
302,53,2025-02-20 17:40:41,Online,Card
303,53,2025-06-29 01:40:37,Offline,Card
304,54,2025-04-10 13:31:15,Online,Card
305,54,2025-05-09 22:14:50,Offline,Card
306,54,2025-05-16 19:46:05,Offline,Card
307,55,2025-06-17 18:34:47,Online,Wallet
308,55,2025-07-26 07:40:45,Online,Card
309,55,2025-06-13 10:17:38,Online,Card
310,55,2025-06-23 17:03:20,Online,Card
311,55,2025-08-10 01:52:23,Online,Card
312,55,2025-06-17 07:12:24,Online,Card
313,55,2025-06-14 17:14:23,Online,UPI
314,56,2025-08-06 23:52:53,Online,Card
315,56,2025-07-18 13:51:29,Online,UPI
316,56,2025-05-27 22:01:48,Online,UPI
317,56,2025-07-26 11:51:10,Online,Card
318,56,2025-07-18 07:55:57,Online,Wallet
319,57,2024-09-19 21:16:35,Online,UPI
320,57,2025-08-07 11:50:26,Online,COD
321,57,2024-10-18 15:04:08,Online,Card
322,57,2025-01-18 15:54:23,Online,UPI
323,57,2025-01-18 18:49:56,Online,Card
324,58,2025-07-05 11:37:54,Online,Card
325,58,2024-05-21 13:36:22,Online,Card
326,58,2024-06-22 06:33:25,Online,Wallet
327,58,2024-05-21 13:31:22,Offline,COD
328,59,2025-01-08 14:50:24,Online,Card
329,59,2024-05-26 06:47:30,Online,UPI
330,59,2024-08-24 10:15:08,Online,Card
331,59,2024-06-24 15:11:06,Online,Card
332,59,2025-05-01 17:18:15,Online,Card
333,59,2024-12-10 05:44:55,Online,UPI
334,60,2023-10-25 04:40:53,Online,Card
335,60,2024-05-28 03:53:31,Online,Card
336,60,2023-11-14 13:50:56,Online,UPI
337,60,2023-12-10 09:04:54,Offline,Card
338,60,2024-04-14 04:47:39,Online,Card
339,60,2025-03-09 22:52:36,Offline,Card
340,61,2024-12-02 01:01:06,Online,UPI
341,61,2025-05-12 01:25:01,Online,Card
342,61,2024-11-26 23:42:58,Online,UPI
343,61,2024-12-15 02:13:48,Online,COD
344,62,2025-06-13 10:39:29,Offline,Wallet
345,62,2025-05-09 11:01:07,Offline,Card
346,62,2024-02-12 14:51:45,Offline,COD
347,63,2024-03-01 08:21:26,Online,Card
348,63,2024-02-12 14:17:42,Online,UPI
349,63,2025-07-04 03:26:48,Online,COD
350,63,2024-06-04 02:30:51,Offline,UPI
351,64,2025-08-08 14:22:44,Online,COD
352,64,2025-08-08 23:02:21,Online,Card
353,64,2025-08-12 04:50:03,Online,Card
354,68,2025-07-30 15:23:06,Offline,COD
355,68,2025-08-13 12:24:40,Online,Card
356,68,2025-07-18 11:10:05,Online,Card
357,69,2024-11-13 22:49:54,Online,Card
358,69,2024-11-27 09:42:43,Online,UPI
359,69,2024-10-27 21:23:11,Online,Card
360,69,2025-03-30 13:52:55,Online,UPI
361,69,2025-02-14 19:47:04,Offline,UPI
362,69,2024-12-04 20:09:52,Online,Card
363,69,2024-11-15 23:57:26,Online,Wallet
364,70,2025-06-29 22:54:09,Online,UPI
365,70,2025-07-30 13:58:50,Online,Card
366,70,2025-07-14 18:54:01,Online,COD
367,70,2025-05-18 03:11:04,Offline,Card
368,70,2025-05-27 15:22:10,Offline,Card
369,70,2025-08-07 09:00:29,Online,COD
370,70,2025-04-28 14:05:16,Offline,Card
371,70,2025-05-30 04:42:04,Online,Card
372,70,2025-05-05 05:07:25,Online,UPI
373,71,2023-07-13 01:20:01,Online,COD
374,71,2025-07-11 16:37:33,Online,COD
375,71,2025-01-02 14:43:18,Online,Card
376,71,2025-02-05 23:05:55,Online,Wallet
377,71,2023-10-24 14:20:23,Online,Card
378,72,2025-02-07 04:26:53,Online,Card
379,72,2025-02-13 21:19:43,Online,UPI
380,72,2025-01-01 14:56:35,Online,UPI
381,73,2024-05-27 21:54:42,Online,Card
382,73,2023-12-30 06:21:32,Offline,COD
383,73,2025-04-21 00:52:03,Online,COD
384,73,2024-03-03 21:05:56,Offline,UPI
385,73,2025-01-30 21:32:52,Offline,UPI
386,73,2025-03-04 12:11:21,Online,Wallet
387,73,2024-06-09 16:35:53,Offline,COD
388,74,2025-03-02 18:07:53,Online,Card
389,74,2024-09-05 18:20:35,Online,Wallet
390,74,2025-01-18 13:16:05,Online,Card
391,74,2025-03-10 19:44:22,Online,Wallet
392,74,2024-06-11 17:47:39,Online,Card
393,75,2024-03-22 06:23:29,Offline,UPI
394,75,2023-07-05 03:53:28,Online,UPI
395,75,2024-10-05 03:49:06,Offline,Card
396,75,2024-03-28 21:04:21,Offline,Card
397,75,2023-09-16 17:03:56,Offline,Card
398,75,2024-05-06 10:55:41,Online,COD
399,76,2025-07-08 14:17:03,Online,Card
400,76,2024-10-21 18:57:35,Offline,Wallet
401,76,2024-09-18 11:02:42,Offline,Card
402,76,2025-07-12 07:37:17,Offline,Card
403,76,2024-08-16 02:21:38,Online,Card
404,76,2025-06-01 10:49:48,Online,UPI
405,76,2025-06-18 03:25:05,Online,Card
406,76,2025-01-20 19:35:20,Online,Card
407,76,2024-12-08 11:00:26,Offline,Card
408,76,2025-08-13 23:48:30,Offline,Card
409,78,2025-02-22 12:48:09,Online,Card
410,78,2024-11-12 12:50:58,Online,Card
411,78,2024-11-17 22:43:28,Online,UPI
412,78,2025-02-17 10:04:57,Online,Card
413,78,2025-07-06 12:34:54,Online,Card
414,80,2025-07-14 02:36:01,Online,Card
415,80,2024-06-23 06:18:40,Online,COD
416,80,2024-06-28 03:17:08,Offline,Card
417,80,2024-09-01 08:44:56,Online,Card
418,80,2024-12-01 16:02:44,Online,COD
419,81,2025-03-05 14:01:37,Online,COD
420,81,2023-12-09 22:01:23,Offline,UPI
421,81,2024-07-24 00:02:35,Online,Wallet
422,81,2025-03-09 11:23:02,Online,Card
423,81,2024-03-07 19:49:19,Online,Card
424,81,2023-10-17 15:39:07,Online,Card
425,82,2025-08-03 20:47:46,Online,UPI
426,82,2025-07-15 08:37:36,Offline,COD
427,82,2025-07-21 10:17:00,Offline,Card
428,82,2025-08-04 05:34:03,Online,Card
429,83,2025-05-14 14:51:24,Online,Card
430,83,2025-07-26 15:20:05,Online,Card
431,83,2025-07-31 05:03:04,Online,Card
432,83,2025-05-09 04:21:43,Online,UPI
433,83,2025-07-17 15:16:14,Online,Wallet
434,83,2025-05-10 21:47:02,Online,Card
435,83,2025-07-06 19:02:16,Online,Card
436,83,2025-08-12 23:29:54,Online,Card
437,83,2025-04-29 05:18:54,Online,Wallet
438,84,2025-07-30 05:34:52,Offline,Card
439,84,2025-06-02 10:09:30,Offline,Card
440,84,2025-06-18 22:54:48,Online,UPI
441,85,2025-06-26 07:07:26,Online,COD
442,85,2024-05-28 07:42:44,Online,UPI
443,85,2025-06-30 18:47:24,Offline,Card
444,85,2025-05-20 06:51:51,Offline,Card
445,85,2025-05-27 18:42:02,Online,UPI
446,85,2024-08-10 04:12:55,Online,UPI
447,85,2025-07-25 17:53:07,Online,COD
448,88,2024-11-15 02:06:50,Online,Card
449,88,2025-01-18 04:34:07,Online,Wallet
450,88,2025-05-24 07:14:48,Online,COD
451,88,2025-05-26 02:35:46,Offline,Wallet
452,88,2024-11-25 08:46:29,Online,Card
453,88,2025-04-22 16:31:24,Offline,Wallet
454,90,2024-01-15 06:50:22,Online,Card
455,90,2023-07-08 17:24:12,Offline,COD
456,90,2023-03-28 07:40:31,Online,UPI
457,90,2024-03-11 14:32:22,Online,Card
458,90,2024-06-17 23:48:41,Online,COD
459,90,2023-12-21 17:58:48,Online,Card
460,91,2025-08-07 21:46:13,Online,UPI
461,91,2025-06-07 11:39:26,Online,UPI
462,91,2025-01-11 18:55:05,Online,Card
463,91,2025-05-30 20:42:19,Offline,Card
464,91,2025-06-30 08:17:50,Online,Card
465,92,2024-10-31 16:07:50,Offline,Card
466,92,2025-07-22 19:27:03,Offline,Card
467,92,2024-10-01 19:07:08,Online,Card
468,92,2025-01-05 23:39:15,Online,Wallet
469,92,2024-10-09 19:40:52,Offline,Wallet
470,92,2025-05-30 05:52:55,Online,COD
471,92,2025-01-08 10:52:08,Online,Card
472,93,2025-01-29 22:34:50,Online,Card
473,93,2024-08-26 18:27:35,Offline,Wallet
474,93,2025-07-22 07:56:33,Online,UPI
475,93,2024-11-10 09:43:56,Online,UPI
476,93,2025-03-18 10:22:17,Offline,Wallet
477,93,2025-07-13 07:38:08,Online,Wallet
478,93,2024-10-15 17:38:59,Online,Card
479,93,2024-09-11 08:35:29,Online,Card
480,93,2025-02-20 00:09:59,Online,Wallet
481,93,2023-09-05 21:00:05,Offline,Wallet
482,93,2023-12-29 10:00:19,Online,Card
483,94,2024-11-16 12:56:01,Online,Card
484,94,2025-04-18 11:00:01,Online,UPI
485,94,2024-05-15 09:51:13,Online,UPI
486,94,2024-04-13 20:29:53,Offline,Wallet
487,94,2025-07-06 06:10:24,Online,UPI
488,94,2025-05-05 01:34:16,Online,COD
489,95,2024-07-30 02:34:59,Online,UPI
490,95,2024-08-04 13:31:45,Online,Card
491,95,2024-12-21 21:40:55,Online,UPI
492,96,2025-01-07 03:43:04,Online,UPI
493,97,2024-05-07 21:35:53,Online,Card
494,97,2024-08-19 18:00:09,Offline,Card
495,97,2024-08-25 18:35:42,Offline,Card
496,97,2024-10-12 22:27:38,Online,Card
497,97,2024-11-14 08:42:32,Online,Card
498,97,2025-05-19 23:28:33,Offline,Card
499,97,2024-11-01 09:34:57,Online,COD
500,97,2025-07-01 12:40:31,Online,Card
501,97,2024-12-18 17:34:58,Online,Wallet
502,98,2024-10-13 21:15:34,Online,UPI
503,98,2025-04-16 05:09:52,Online,Wallet
504,98,2025-08-14 11:54:34,Online,Card
505,98,2024-09-26 03:45:05,Online,Card
506,98,2025-01-22 11:22:14,Offline,Card
507,98,2025-01-22 22:39:13,Online,UPI
508,100,2025-08-07 20:53:10,Offline,Card
509,100,2024-12-02 16:47:41,Online,Wallet
510,101,2025-07-21 15:43:06,Online,UPI
511,101,2024-01-09 17:16:52,Online,UPI
512,103,2025-01-02 22:01:08,Online,Card
513,103,2024-09-24 23:13:39,Online,UPI
514,103,2024-10-30 04:37:24,Online,Card
515,103,2025-01-16 02:02:10,Online,UPI
516,103,2024-08-26 04:53:34,Online,COD
517,103,2025-06-22 15:11:04,Online,UPI
518,103,2024-11-03 09:43:43,Offline,UPI
519,103,2024-08-11 18:18:04,Online,COD
520,104,2025-07-27 05:59:57,Offline,Card
521,104,2025-02-25 17:15:12,Offline,Wallet
522,104,2025-05-30 05:57:15,Online,UPI
523,104,2023-07-17 16:46:51,Online,Card
524,105,2024-05-12 06:08:44,Online,Card
525,105,2023-08-20 05:34:40,Online,UPI
526,105,2025-01-26 21:55:44,Offline,Card
527,105,2025-01-16 22:55:50,Online,Card
528,106,2024-12-10 00:32:01,Online,Card
529,106,2025-02-13 09:04:10,Offline,Card
530,106,2025-01-24 20:03:27,Online,COD
531,106,2025-06-04 14:42:29,Online,UPI
532,106,2025-06-03 06:05:57,Online,UPI
533,106,2025-07-17 01:57:15,Online,Card
534,106,2025-01-26 07:00:37,Online,Wallet
535,107,2025-07-09 05:44:59,Online,Card
536,107,2025-01-12 01:29:17,Online,Wallet
537,107,2024-03-10 15:11:29,Online,Card
538,107,2025-08-08 21:29:34,Online,UPI
539,107,2024-10-08 20:22:26,Online,Card
540,108,2024-10-04 07:24:05,Online,COD
541,108,2024-08-01 02:21:12,Online,UPI
542,108,2025-03-01 18:21:32,Offline,Card
543,108,2025-05-18 08:11:54,Online,COD
544,108,2024-08-04 03:21:16,Offline,COD
545,108,2025-05-11 08:36:19,Online,Card
546,108,2024-09-21 20:38:12,Online,Card
547,108,2025-07-01 02:38:54,Online,Card
548,108,2025-07-10 10:33:46,Online,Wallet
549,110,2023-09-25 01:44:51,Online,UPI
550,110,2025-04-03 23:03:30,Online,Card
551,110,2023-11-19 13:45:27,Online,UPI
552,110,2024-07-27 17:23:17,Online,Wallet
553,110,2024-11-28 23:08:27,Offline,Card
554,110,2024-05-06 21:21:33,Offline,COD
555,110,2025-06-06 11:00:26,Online,Card
556,110,2024-03-08 22:42:04,Online,Card
557,111,2024-08-18 02:18:02,Online,Card
558,111,2025-03-15 02:31:30,Online,COD
559,111,2024-11-19 08:26:16,Offline,Card
560,111,2024-03-14 00:50:15,Offline,COD
561,111,2024-02-05 14:52:22,Offline,Card
562,111,2024-03-13 10:23:38,Online,Card
563,112,2025-05-02 01:42:26,Online,Wallet
564,112,2025-02-15 23:20:02,Online,Card
565,112,2024-08-13 16:51:57,Online,Card
566,112,2024-08-17 23:57:02,Online,Card
567,112,2025-03-29 02:14:29,Online,Card
568,112,2024-11-29 20:56:02,Online,UPI
569,112,2024-12-26 20:57:15,Online,UPI
570,114,2024-08-05 07:20:16,Offline,UPI
571,114,2025-08-14 07:15:12,Online,Card
572,114,2025-04-03 05:01:04,Offline,UPI
573,114,2024-03-07 14:55:25,Offline,UPI
574,115,2025-05-31 19:05:55,Online,Card
575,115,2025-01-12 15:45:00,Online,UPI
576,115,2025-05-11 11:13:22,Online,COD
577,115,2025-07-15 23:58:25,Online,Card
578,115,2024-06-21 09:34:16,Online,Card
579,115,2025-07-27 18:09:02,Online,COD
580,115,2025-02-18 08:58:00,Online,COD
581,115,2024-03-12 14:40:40,Online,UPI
582,115,2024-01-21 11:36:47,Online,Card
583,115,2024-02-09 17:30:15,Online,Wallet
584,116,2025-02-26 11:42:06,Online,Card
585,116,2025-07-17 15:22:12,Online,Card
586,116,2025-08-13 09:05:40,Offline,UPI
587,116,2025-04-16 01:35:57,Online,Card
588,119,2025-01-01 16:03:57,Online,COD
589,119,2024-09-19 01:53:43,Online,Wallet
